id,target,target_clip_id,freq_rank,axis,target_feature,option_1,option_2,option_3,option_4,correct_option,difficulty,southern_merged
18436,nun,v03744,6585,onset,n,nun,lun,phun,đun,1,medium,0
18437,nun,v03744,6585,final,n,nun,nung,nu,num,1,medium,0
18438,nóp,v03813,6586,vowel,o,nóp,nốp,nếp,nắp,1,medium,0
18439,nóp,v03813,6586,onset,n,nóp,lóp,góp,bóp,1,medium,0
18440,nóp,v03813,6586,final,p,nóp,nó,nóng,nóc,1,easy,0
18441,nính,v03801,6587,tone,sac,nính,ninh,nịnh,nình,1,hard,0
18442,nính,v03801,6587,onset,n,nính,lính,chính,tính,1,medium,0
18443,nính,v03801,6587,final,nh,nính,nín,níu,nít,1,medium,0
18444,nhụi,v03692,6588,onset,nh,nhụi,bụi,tụi,rụi,1,easy,0
18445,nhốm,v03664,6589,tone,sac,nhốm,nhôm,nhổm,nhồm,1,medium,0
18446,nhốm,v03664,6589,vowel,ô,nhốm,nhóm,nhuốm,nhắm,1,hard,0
18447,nhốm,v03664,6589,onset,nh,nhốm,ốm,gốm,đốm,1,easy,0
18448,nhốm,v03664,6589,final,m,nhốm,nhốt,nhối,nhốn,1,easy,0
18449,ngượi,v03320,6590,tone,nang,ngượi,người,ngưới,ngươi,1,hard,0
18450,ngượi,v03320,6590,vowel,ươ,ngượi,ngợi,ngại,nguội,1,medium,0
18451,nghẹ,v03188,6591,tone,nang,nghẹ,nghé,nghè,nghe,1,hard,0
18452,nghẹ,v03188,6591,onset,ngh,nghẹ,mẹ,nhẹ,ghẹ,1,easy,0
18453,ngau,v03149,6592,onset,ng,ngau,sau,nhau,đau,1,easy,0
18454,ngau,v03149,6592,final,u,ngau,ngay,nga,ngang,1,easy,0
18455,ngãng,v03279,6593,tone,nga,ngãng,ngáng,ngang,ngàng,1,medium,0
18456,ngãng,v03279,6593,onset,ng,ngãng,hãng,lãng,quãng,1,easy,0
18457,ngàm,v03257,6594,vowel,a,ngàm,ngầm,ngòm,ngườm,1,easy,0
18458,ngàm,v03257,6594,onset,ng,ngàm,làm,đàm,hàm,1,easy,0
18459,ngàm,v03257,6594,final,m,ngàm,ngày,ngành,ngàn,1,easy,0
18460,nật,v03887,6595,vowel,â,nật,nạt,nuột,nẹt,1,easy,0
18461,nật,v03887,6595,onset,n,nật,lật,vật,thật,1,medium,0
18462,nật,v03887,6595,final,t,nật,nập,nậm,nậu,1,easy,0
18463,mim,v02820,6596,tone,ngang,mim,mím,mỉm,mĩm,1,medium,0
18464,mim,v02820,6596,vowel,i,mim,mâm,mom,măm,1,easy,0
18465,mim,v02820,6596,onset,m,mim,phim,kim,tim,1,easy,0
18466,mim,v02820,6596,final,m,mim,minh,mi,min,1,easy,0
18467,lưn,v02597,6597,vowel,ư,lưn,lơn,lun,lên,1,hard,0
18468,lưn,v02597,6597,onset,l,lưn,nhưn,khưn,chưn,1,easy,0
18469,lưn,v02597,6597,final,n,lưn,lưng,lưu,lư,1,medium,0
18470,hị,v01938,6598,tone,nang,hị,hí,hì,hi,1,hard,0
18471,hị,v01938,6598,vowel,i,hị,họ,hệ,hộ,1,easy,0
18472,hị,v01938,6598,onset,h,hị,bị,thị,chị,1,easy,0
18473,giạt,v01421,6599,vowel,a,giạt,giặt,giật,giọt,1,medium,0
18474,giạt,v01421,6599,onset,gi,giạt,dạt,rạt,đạt,1,hard,0
18475,ghéc,v01336,6600,onset,gh,ghéc,séc,đéc,héc,1,easy,0
18476,ghéc,v01336,6600,final,c,ghéc,ghét,ghép,ghé,1,medium,0
18477,đún,v06771,6601,tone,sac,đún,đun,đụn,đùn,1,hard,0
18478,đún,v06771,6601,vowel,u,đún,đến,đón,đớn,1,easy,0
18479,đún,v06771,6601,onset,đ,đún,bún,lún,nhún,1,easy,0
18480,đún,v06771,6601,final,n,đún,đúng,đúc,đút,1,medium,0
18481,dú,v01145,6602,tone,sac,dú,du,dụ,dũ,1,hard,0
18482,dú,v01145,6602,vowel,u,dú,dứ,dí,dứa,1,medium,0
18483,dú,v01145,6602,onset,d,dú,vú,rú,phú,1,hard,0
18484,dú,v01145,6602,final,,dú,dúm,dúng,dút,1,easy,0
18485,dôn,v01137,6603,vowel,ô,dôn,don,dơn,dân,1,hard,0
18486,dôn,v01137,6603,onset,d,dôn,rôn,giôn,vôn,1,hard,0
18487,dôn,v01137,6603,final,n,dôn,dông,dôi,dôm,1,medium,0
18488,dọi,v01249,6604,tone,nang,dọi,dòi,dõi,doi,1,medium,0
18489,dọi,v01249,6604,onset,d,dọi,rọi,mọi,gọi,1,medium,0
18490,dít,v01123,6605,vowel,i,dít,dứt,dắt,dát,1,easy,0
18491,dít,v01123,6605,onset,d,dít,vít,rít,ít,1,hard,0
18492,dít,v01123,6605,final,t,dít,dích,dính,dí,1,medium,0
18493,diếu,v01017,6606,tone,sac,diếu,diệu,diễu,diêu,1,hard,0
18494,diếu,v01017,6606,vowel,iê,diếu,dấu,díu,dáu,1,easy,0
18495,diếu,v01017,6606,onset,d,diếu,riếu,thiếu,phiếu,1,medium,0
18496,diếu,v01017,6606,final,u,diếu,diết,diếp,diếm,1,easy,0
18497,coa,v00739,6607,onset,c,coa,hoa,khoa,loa,1,easy,0
18498,chưn,v00567,6608,vowel,ư,chưn,chơn,chun,chân,1,hard,0
18499,chưn,v00567,6608,onset,ch,chưn,nhưn,khưn,lưn,1,easy,0
18500,chịa,v00667,6609,tone,nang,chịa,chìa,chía,chia,1,hard,0
18501,chịa,v00667,6609,vowel,ia,chịa,chị,chợ,chạ,1,easy,0
18502,chịa,v00667,6609,onset,ch,chịa,trịa,địa,rịa,1,medium,0
18503,chão,v00492,6610,tone,nga,chão,cháo,chào,chảo,1,medium,1
18504,chão,v00492,6610,onset,ch,chão,bão,não,lão,1,easy,0
18505,bư,v00180,6611,vowel,ư,bư,bơ,bu,ba,1,hard,0
18506,bư,v00180,6611,onset,b,bư,như,tư,thư,1,easy,0
18507,bợn,v00335,6612,vowel,ơ,bợn,bận,bộn,bạn,1,hard,0
18508,bợn,v00335,6612,onset,b,bợn,lợn,rợn,trợn,1,easy,0
18509,bợn,v00335,6612,final,n,bợn,bợ,bợm,bợt,1,easy,0
18510,xọp,v06490,6613,vowel,o,xọp,xập,xụp,xẹp,1,easy,0
18511,xọp,v06490,6613,onset,x,xọp,họp,cọp,ọp,1,easy,0
18512,xện,v06480,6614,onset,x,xện,sện,nhện,bện,1,medium,0
18513,vùa,v06121,6615,vowel,ua,vùa,và,về,vì,1,easy,0
18514,vùa,v06121,6615,onset,v,vùa,mùa,chùa,đùa,1,easy,0
18515,trủng,v05673,6616,tone,hoi,trủng,trùng,trung,trúng,1,medium,0
18516,trủng,v05673,6616,vowel,u,trủng,trưởng,trảng,trỏng,1,easy,0
18517,trủng,v05673,6616,onset,tr,trủng,chủng,ủng,khủng,1,medium,0
18518,troóc,v05468,6617,onset,tr,troóc,hoóc,moóc,soóc,1,easy,0
18519,trỏng,v05638,6618,tone,hoi,trỏng,tròng,trong,trọng,1,medium,0
18520,trỏng,v05638,6618,vowel,o,trỏng,trổng,trưởng,trảng,1,medium,0
18521,trỏng,v05638,6618,onset,tr,trỏng,chỏng,hỏng,bỏng,1,medium,0
18522,tợi,v05956,6619,tone,nang,tợi,tới,tời,tơi,1,hard,0
18523,tợi,v05956,6619,onset,t,tợi,lợi,đợi,gợi,1,easy,0
18524,tỉu,v05914,6620,tone,hoi,tỉu,tĩu,tíu,tiu,1,easy,1
18525,tỉu,v05914,6620,vowel,i,tỉu,tiểu,tẩu,tửu,1,easy,0
18526,tỉu,v05914,6620,onset,t,tỉu,thỉu,xỉu,bỉu,1,medium,0
18527,tỉu,v05914,6620,final,u,tỉu,tỉnh,tỉ,tỉm,1,easy,0
18528,tều,v05902,6621,tone,huyen,tều,têu,tếu,tễu,1,medium,0
18529,tều,v05902,6621,vowel,ê,tều,tiều,tàu,tầu,1,medium,0
18530,tều,v05902,6621,onset,t,tều,thều,đều,lều,1,medium,0
18531,tếp,v05897,6622,vowel,ê,tếp,tiếp,tép,tấp,1,hard,0
18532,tếp,v05897,6622,onset,t,tếp,thếp,xếp,bếp,1,medium,0
18533,tếp,v05897,6622,final,p,tếp,tế,tết,tếu,1,easy,0
18534,tẹc,v05888,6623,vowel,e,tẹc,tục,tộc,tiệc,1,easy,0
18535,tẹc,v05888,6623,onset,t,tẹc,sẹc,khẹc,mẹc,1,easy,0
18536,tãng,v05754,6624,tone,nga,tãng,táng,tang,tàng,1,medium,0
18537,tãng,v05754,6624,onset,t,tãng,hãng,lãng,quãng,1,easy,0
18538,sỳ,v05025,6625,tone,huyen,sỳ,sy,sỹ,sý,1,medium,0
18539,sỳ,v05025,6625,vowel,y,sỳ,sờ,sà,sò,1,easy,0
18540,sỳ,v05025,6625,onset,s,sỳ,kỳ,quỳ,mỳ,1,easy,0
18541,sịch,v04957,6626,onset,s,sịch,xịch,tịch,dịch,1,medium,0
18542,sịch,v04957,6626,final,ch,sịch,sịt,sịp,sị,1,medium,0
18543,sè,v04815,6627,tone,huyen,sè,sẻ,se,sẽ,1,hard,0
18544,sè,v04815,6627,vowel,e,sè,sề,sờ,sà,1,medium,0
18545,sè,v04815,6627,onset,s,sè,xè,bè,hè,1,medium,0
18546,rột,v04685,6628,vowel,ô,rột,ruột,rọt,rệt,1,hard,0
18547,rột,v04685,6628,onset,r,rột,dột,một,đột,1,medium,0
18548,rột,v04685,6628,final,t,rột,rộc,rộng,rộn,1,medium,0
18549,roát,v04466,6629,onset,r,roát,soát,thoát,khoát,1,easy,0
18550,rầng,v04612,6630,vowel,â,rầng,rằng,rừng,ràng,1,easy,0
18551,rầng,v04612,6630,onset,r,rầng,tầng,quầng,vầng,1,easy,0
18552,rầng,v04612,6630,final,ng,rầng,rần,rầm,rầu,1,medium,0
18553,quóc,v04352,6631,vowel,o,quóc,quốc,quắc,quấc,1,medium,0
18554,quóc,v04352,6631,onset,qu,quóc,sóc,khóc,tóc,1,easy,0
18555,quịt,v04409,6632,vowel,i,quịt,quạt,quật,quẹt,1,easy,0
18556,quịt,v04409,6632,onset,qu,quịt,thịt,vịt,bịt,1,easy,0
18557,quéo,v04345,6633,tone,sac,quéo,quẹo,queo,quèo,1,hard,0
18558,quéo,v04345,6633,onset,qu,quéo,kéo,béo,khéo,1,easy,0
18559,piêng,v04218,6634,vowel,iê,piêng,peng,păng,pang,1,easy,0
18560,piêng,v04218,6634,onset,p,piêng,riêng,thiêng,nghiêng,1,easy,0
18561,phôm,v04105,6635,vowel,ô,phôm,phom,phim,pham,1,medium,0
18562,phôm,v04105,6635,onset,ph,phôm,hôm,ôm,tôm,1,easy,0
18563,phôm,v04105,6635,final,m,phôm,phô,phôi,phông,1,easy,0
18564,phành,v04062,6636,onset,ph,phành,thành,hành,ngành,1,easy,0
18565,phành,v04062,6636,final,nh,phành,phàn,phàng,phà,1,hard,0
18566,nột,v03951,6637,vowel,ô,nột,nuột,nọt,nạt,1,hard,0
18567,nột,v03951,6637,onset,n,nột,lột,một,đột,1,medium,0
18568,nột,v03951,6637,final,t,nột,nội,nộp,nộ,1,easy,0
18569,nhứng,v03698,6638,tone,sac,nhứng,những,nhưng,nhừng,1,hard,0
18570,nhứng,v03698,6638,vowel,ư,nhứng,nhúng,nhắng,nháng,1,medium,0
18571,nhứng,v03698,6638,onset,nh,nhứng,chứng,ứng,đứng,1,easy,0
18572,nhồm,v03668,6639,tone,huyen,nhồm,nhôm,nhổm,nhốm,1,hard,0
18573,nhồm,v03668,6639,vowel,ô,nhồm,nhòm,nhằm,nhầm,1,medium,0
18574,nhồm,v03668,6639,onset,nh,nhồm,gồm,mồm,nồm,1,easy,0
18575,nhền,v03642,6641,vowel,ê,nhền,nhiền,nhìn,nhàn,1,medium,0
18576,nhền,v03642,6641,onset,nh,nhền,nền,bền,đền,1,easy,0
18577,ngong,v03218,6642,vowel,o,ngong,ngông,ngang,ngưng,1,medium,0
18578,ngong,v03218,6642,onset,ng,ngong,trong,long,phong,1,easy,0
18579,míp,v02927,6643,vowel,i,míp,mép,mướp,móp,1,easy,0
18580,míp,v02927,6643,onset,m,míp,kíp,chíp,típ,1,easy,0
18581,míp,v02927,6643,final,p,míp,mí,mít,mích,1,easy,0
18582,lệt,v02700,6644,vowel,ê,lệt,liệt,lẹt,lượt,1,hard,0
18583,lệt,v02700,6644,onset,l,lệt,mệt,dệt,rệt,1,easy,0
18584,lệt,v02700,6644,final,t,lệt,lệch,lệ,lệnh,1,medium,0
18585,lế,v02685,6645,tone,sac,lế,lê,lễ,lệ,1,hard,0
18586,lế,v02685,6645,vowel,ê,lế,lé,lý,lá,1,medium,0
18587,lế,v02685,6645,onset,l,lế,thế,tế,chế,1,easy,0
18588,lế,v02685,6645,final,,lế,lết,lến,lếch,1,easy,0
18589,khấc,v02197,6646,vowel,â,khấc,khác,khắc,khúc,1,easy,0
18590,khấc,v02197,6646,onset,kh,khấc,giấc,nấc,nhấc,1,easy,0
18591,khấc,v02197,6646,final,c,khấc,khất,khấu,khấn,1,medium,0
18592,hũng,v01854,6647,tone,nga,hũng,húng,hùng,hung,1,medium,0
18593,hũng,v01854,6647,vowel,u,hũng,hững,hãng,hẫng,1,medium,0
18594,hũng,v01854,6647,onset,h,hũng,cũng,dũng,nhũng,1,easy,0
18595,háy,v01781,6648,tone,sac,háy,hay,hãy,hạy,1,hard,0
18596,háy,v01781,6648,onset,h,háy,máy,cháy,váy,1,easy,0
18597,háy,v01781,6648,final,y,háy,hát,hán,hái,1,easy,0
18598,hản,v01887,6649,tone,hoi,hản,hàn,hạn,hán,1,medium,0
18599,hản,v01887,6649,vowel,a,hản,hẳn,hiển,hỏn,1,medium,0
18600,hản,v01887,6649,onset,h,hản,sản,bản,quản,1,easy,0
18601,hản,v01887,6649,final,n,hản,hảng,hảnh,hải,1,hard,0
18602,gỉa,v01596,6650,tone,hoi,gỉa,già,gìa,gia,1,hard,0
18603,gỉa,v01596,6650,vowel,a,gỉa,giả,giỏ,giở,1,easy,0
18604,gỉa,v01596,6650,onset,gi,gỉa,rả,dả,cả,1,hard,0
18605,gỉa,v01596,6650,final,,gỉa,giải,giảm,giả,1,easy,0
18606,dười,v01171,6651,vowel,ươ,dười,dời,dài,dồi,1,medium,0
18607,dười,v01171,6651,onset,d,dười,rười,người,cười,1,medium,0
18608,dọ,v01247,6652,tone,nang,dọ,dò,dó,do,1,hard,0
18609,dọ,v01247,6652,vowel,o,dọ,dộ,dự,dị,1,medium,0
18610,dọ,v01247,6652,onset,d,dọ,rọ,vọ,họ,1,hard,0
18611,dích,v01120,6653,onset,d,dích,rích,vích,tích,1,hard,0
18612,dích,v01120,6653,final,ch,dích,dít,dính,dí,1,medium,0
18613,dãnh,v01104,6654,tone,nga,dãnh,dánh,danh,dành,1,medium,0
18614,dãnh,v01104,6654,onset,d,dãnh,rãnh,vãnh,lãnh,1,hard,0
18615,dãnh,v01104,6654,final,nh,dãnh,dãn,dã,dãy,1,medium,0
18616,dắm,v01215,6655,tone,sac,dắm,dặm,dăm,dằm,1,hard,0
18617,dắm,v01215,6655,vowel,ă,dắm,dám,dấm,dúm,1,medium,0
18618,dắm,v01215,6655,onset,d,dắm,rắm,lắm,nắm,1,medium,0
18619,cũa,v00835,6656,tone,nga,cũa,cúa,của,cua,1,medium,1
18620,cũa,v00835,6656,vowel,ua,cũa,cũ,cỡ,cỗ,1,easy,0
18621,cũa,v00835,6656,onset,c,cũa,đũa,giũa,dũa,1,easy,0
18622,cọi,v00913,6657,tone,nang,cọi,còi,cói,coi,1,hard,0
18623,cọi,v00913,6657,onset,c,cọi,mọi,gọi,chọi,1,easy,0
18624,chiếp,v00399,6658,vowel,iê,chiếp,chấp,chép,chớp,1,easy,0
18625,chiếp,v00399,6658,onset,ch,chiếp,tiếp,hiếp,nhiếp,1,easy,0
18626,chiếp,v00399,6658,final,p,chiếp,chiếc,chiến,chiếm,1,easy,0
18627,chem,v00381,6659,tone,ngang,chem,chém,chèm,chẽm,1,hard,0
18628,chem,v00381,6659,vowel,e,chem,chêm,chăm,chim,1,medium,0
18629,chem,v00381,6659,onset,ch,chem,em,xem,đem,1,easy,0
18630,chem,v00381,6659,final,m,chem,che,chen,cheo,1,easy,0
18631,buỗi,v00077,6660,tone,nga,buỗi,buối,buổi,buôi,1,medium,1
18632,buỗi,v00077,6660,onset,b,buỗi,chuỗi,muỗi,duỗi,1,easy,0
18633,xờm,v06514,6661,vowel,ơ,xờm,xầm,xồm,xùm,1,hard,0
18634,xờm,v06514,6661,onset,x,xờm,đờm,bờm,gờm,1,easy,0
18635,tướt,v05831,6662,vowel,ươ,tướt,tốt,tiết,tất,1,easy,0
18636,tướt,v05831,6662,onset,t,tướt,thướt,ướt,lướt,1,medium,0
18637,tướt,v05831,6662,final,t,tướt,tước,tướng,tưới,1,medium,0
18638,trun,v05472,6663,vowel,u,trun,trên,tran,trân,1,easy,0
18639,trun,v05472,6663,onset,tr,trun,chun,phun,đun,1,medium,0
18640,trun,v05472,6663,final,n,trun,trung,tru,trum,1,medium,0
18641,trộc,v05652,6664,vowel,ô,trộc,trọc,trực,trục,1,medium,0
18642,trộc,v05652,6664,onset,tr,trộc,độc,tộc,lộc,1,easy,0
18643,trộc,v05652,6664,final,c,trộc,trộm,trộn,trội,1,easy,0
18644,thựu,v05368,6666,onset,th,thựu,tựu,cựu,lựu,1,medium,0
18645,thửng,v05364,6667,tone,hoi,thửng,thừng,thững,thưng,1,medium,1
18646,thửng,v05364,6667,vowel,ư,thửng,thủng,thưởng,thẳng,1,medium,0
18647,thửng,v05364,6667,onset,th,thửng,tửng,lửng,sửng,1,medium,0
18648,thôm,v05207,6668,vowel,ô,thôm,thơm,thom,tham,1,hard,0
18649,thôm,v05207,6668,onset,th,thôm,tôm,hôm,ôm,1,medium,0
18650,thôm,v05207,6668,final,m,thôm,thông,thôn,thôi,1,easy,0
18651,síu,v04833,6669,vowel,i,síu,sáu,sấu,sếu,1,easy,0
18652,síu,v04833,6669,onset,s,síu,xíu,níu,víu,1,medium,0
18653,síu,v04833,6669,final,u,síu,sính,síp,sín,1,easy,0
18654,sảm,v04896,6670,tone,hoi,sảm,sàm,sam,sạm,1,medium,0
18655,sảm,v04896,6670,onset,s,sảm,cảm,giảm,đảm,1,easy,0
18656,sảm,v04896,6670,final,m,sảm,sản,sảnh,sảng,1,easy,0
18657,rứ,v04710,6671,vowel,ư,rứ,rú,rớ,rứa,1,hard,0
18658,rứ,v04710,6671,onset,r,rứ,dứ,thứ,cứ,1,medium,0
18659,piềng,v04220,6672,vowel,iê,piềng,pèng,pầng,pàng,1,easy,0
18660,piềng,v04220,6672,onset,p,piềng,chiềng,riềng,niềng,1,easy,0
18661,phâu,v04076,6673,vowel,â,phâu,phiêu,phiu,phau,1,easy,0
18662,phâu,v04076,6673,onset,ph,phâu,câu,châu,lâu,1,easy,0
18663,phâu,v04076,6673,final,u,phâu,phân,phây,phâng,1,easy,0
18664,nhù,v03554,6674,tone,huyen,nhù,nhu,nhủ,nhũ,1,hard,0
18665,nhù,v03554,6674,vowel,u,nhù,nhừ,nhà,nhờ,1,medium,0
18666,nhù,v03554,6674,onset,nh,nhù,dù,phù,tù,1,easy,0
18667,nhệch,v03646,6675,onset,nh,nhệch,lệch,chệch,xệch,1,easy,0
18668,nguyển,v03240,6676,tone,hoi,nguyển,nguyền,nguyễn,nguyên,1,medium,1
18669,nguyển,v03240,6676,onset,ng,nguyển,chuyển,tuyển,uyển,1,easy,0
18670,ngữa,v03414,6677,tone,nga,ngữa,ngứa,ngừa,ngựa,1,medium,0
18671,ngữa,v03414,6677,vowel,ưa,ngữa,ngữ,ngã,ngũ,1,easy,0
18672,ngữa,v03414,6677,onset,ng,ngữa,giữa,nữa,chữa,1,easy,0
18673,ngổm,v03374,6678,onset,ng,ngổm,xổm,nhổm,chổm,1,easy,0
18674,nghép,v03176,6679,onset,ngh,nghép,phép,ép,thép,1,easy,0
18675,nghép,v03176,6679,final,p,nghép,nghé,nghén,nghét,1,easy,0
18676,nganh,v03147,6680,onset,ng,nganh,anh,thanh,danh,1,easy,0
18677,nganh,v03147,6680,final,nh,nganh,ngang,ngan,ngay,1,hard,0
18678,mủm,v03111,6681,vowel,u,mủm,mỉm,mỏm,mẩm,1,easy,0
18679,mủm,v03111,6681,onset,m,mủm,tủm,củm,thủm,1,easy,0
18680,mủm,v03111,6681,final,m,mủm,mủ,mủn,mủng,1,easy,0
18681,luyệt,v02464,6682,onset,l,luyệt,tuyệt,duyệt,nguyệt,1,easy,0
18682,lẻm,v02678,6683,tone,hoi,lẻm,lèm,lem,lém,1,medium,0
18683,lẻm,v02678,6683,vowel,e,lẻm,lẩm,lởm,lảm,1,easy,0
18684,lẻm,v02678,6683,onset,l,lẻm,hẻm,nhẻm,khẻm,1,easy,0
18685,lẻm,v02678,6683,final,m,lẻm,lẻ,lẻo,lẻn,1,easy,0
18686,lày,v02494,6684,tone,huyen,lày,lay,lạy,láy,1,hard,0
18687,lày,v02494,6684,onset,l,lày,này,ngày,bày,1,medium,0
18688,lày,v02494,6684,final,y,lày,là,làm,làng,1,easy,0
18689,khẻm,v02226,6685,vowel,e,khẻm,khảm,khẩm,khẳm,1,easy,0
18690,khẻm,v02226,6685,onset,kh,khẻm,hẻm,nhẻm,lẻm,1,easy,0
18691,hưởn,v01869,6686,vowel,ươ,hưởn,hởn,hẳn,hiển,1,medium,0
18692,hín,v01811,6687,vowel,i,hín,hiến,hắn,hán,1,easy,0
18693,hín,v01811,6687,onset,h,hín,tín,kín,chín,1,easy,0
18694,hín,v01811,6687,final,n,hín,hính,hít,hích,1,medium,0
18695,gờn,v01622,6688,vowel,ơ,gờn,gần,gòn,gìn,1,medium,0
18696,gờn,v01622,6688,onset,g,gờn,hờn,nhờn,đờn,1,easy,0
18697,giộp,v01464,6689,onset,gi,giộp,rộp,dộp,nộp,1,hard,0
18698,gát,v01514,6690,vowel,a,gát,gắt,gót,gút,1,medium,0
18699,gát,v01514,6690,onset,g,gát,phát,sát,hát,1,easy,0
18700,gát,v01514,6690,final,t,gát,gác,gách,gái,1,hard,0
18701,dợm,v01283,6691,vowel,ơ,dợm,dậm,dặm,dụm,1,medium,0
18702,dợm,v01283,6691,onset,d,dợm,ngợm,lợm,bợm,1,easy,0
18703,dợm,v01283,6691,final,m,dợm,dợ,dợt,dợn,1,easy,0
18704,đém,v06726,6692,vowel,e,đém,đếm,đám,đắm,1,medium,0
18705,đém,v06726,6692,onset,đ,đém,kém,chém,ném,1,easy,0
18706,đém,v06726,6692,final,m,đém,đéc,đét,đén,1,easy,0
18707,dáu,v01094,6693,vowel,a,dáu,dấu,díu,diếu,1,easy,0
18708,dáu,v01094,6693,onset,d,dáu,cháu,máu,sáu,1,easy,0
18709,dáu,v01094,6693,final,u,dáu,dáng,dám,dán,1,easy,0
18710,cứt,v00973,6694,vowel,ư,cứt,cút,cắt,cát,1,medium,0
18711,cứt,v00973,6694,onset,c,cứt,dứt,đứt,vứt,1,easy,0
18712,cứt,v00973,6694,final,t,cứt,cứu,cứ,cứng,1,easy,0
18713,choóng,v00429,6695,onset,ch,choóng,coóng,loóng,roóng,1,easy,0
18714,chôi,v00533,6696,tone,ngang,chôi,chối,chồi,chội,1,hard,0
18715,chôi,v00533,6696,vowel,ô,chôi,chơi,chuôi,chai,1,hard,0
18716,chôi,v00533,6696,onset,ch,chôi,trôi,tôi,môi,1,medium,0
18717,chôi,v00533,6696,final,i,chôi,chôn,chôm,chông,1,easy,0
18718,chắm,v00619,6697,tone,sac,chắm,chăm,chặm,chằm,1,hard,0
18719,chắm,v00619,6697,vowel,ă,chắm,chám,chiếm,chấm,1,medium,0
18720,chắm,v00619,6697,onset,ch,chắm,trắm,lắm,nắm,1,medium,0
18721,chắm,v00619,6697,final,m,chắm,chắc,chắn,chắt,1,easy,0
18722,chám,v00478,6698,tone,sac,chám,chạm,cham,chàm,1,hard,0
18723,chám,v00478,6698,vowel,a,chám,chắm,chiếm,chấm,1,medium,0
18724,chám,v00478,6698,onset,ch,chám,trám,giám,khám,1,medium,0
18725,chám,v00478,6698,final,m,chám,cháu,cháy,chánh,1,easy,0
18726,chậc,v00611,6699,vowel,â,chậc,chục,chọc,chuộc,1,easy,0
18727,chậc,v00611,6699,final,c,chậc,chật,chậm,chậu,1,medium,0
18728,buôi,v00066,6700,tone,ngang,buôi,buối,buổi,buỗi,1,medium,0
18729,buôi,v00066,6700,vowel,uô,buôi,bôi,bơi,bai,1,medium,0
18730,buôi,v00066,6700,onset,b,buôi,nuôi,đuôi,xuôi,1,easy,0
18731,bèm,v00111,6701,vowel,e,bèm,bầm,buồm,bờm,1,easy,0
18732,bèm,v00111,6701,onset,b,bèm,kèm,thèm,rèm,1,easy,0
18733,bèm,v00111,6701,final,m,bèm,bè,bèo,bèn,1,easy,0
18734,ậc,v07004,6702,vowel,â,ậc,ục,ực,ọc,1,easy,0
18735,xủn,v06521,6703,vowel,u,xủn,xỉn,xiển,xẻn,1,easy,0
18736,xủn,v06521,6703,onset,x,xủn,bủn,rủn,mủn,1,easy,0
18737,xiệc,v06301,6704,vowel,iê,xiệc,xộc,xạc,xược,1,easy,0
18738,xiệc,v06301,6704,onset,x,xiệc,việc,tiệc,diệc,1,easy,0
18739,xằng,v06462,6705,vowel,ă,xằng,xuồng,xồng,xường,1,easy,0
18740,xằng,v06462,6705,onset,x,xằng,sằng,bằng,rằng,1,medium,0
18741,xăn,v06421,6706,vowel,ă,xăn,xan,xin,xôn,1,medium,0
18742,xăn,v06421,6706,onset,x,xăn,săn,văn,ăn,1,medium,0
18743,vởi,v06244,6707,tone,hoi,vởi,vời,với,vơi,1,medium,0
18744,vởi,v06244,6707,onset,v,vởi,bởi,khởi,cởi,1,easy,0
18745,vọ,v06217,6708,tone,nang,vọ,vò,vó,võ,1,hard,0
18746,vọ,v06217,6708,vowel,o,vọ,vụ,vị,vợ,1,easy,0
18747,vọ,v06217,6708,onset,v,vọ,dọ,họ,thọ,1,medium,0
18748,vọ,v06217,6708,final,,vọ,vọng,vọt,vọp,1,easy,0
18749,vảnh,v06161,6709,tone,hoi,vảnh,vành,vánh,vanh,1,medium,0
18750,vảnh,v06161,6709,onset,v,vảnh,dảnh,ảnh,cảnh,1,medium,0
18751,vảnh,v06161,6709,final,nh,vảnh,vảng,vả,vải,1,medium,0
18752,ười,v06973,6710,onset,,ười,người,cười,mười,1,easy,0
18753,trụt,v05672,6711,vowel,u,trụt,trật,triệt,trượt,1,easy,0
18754,trụt,v05672,6711,onset,tr,trụt,chụt,hụt,sụt,1,medium,0
18755,trụt,v05672,6711,final,t,trụt,trục,trụ,trụng,1,medium,0
18756,trâng,v05513,6712,vowel,â,trâng,trong,trung,trang,1,easy,0
18757,trâng,v05513,6712,onset,tr,trâng,nâng,dâng,vâng,1,easy,0
18758,trâng,v05513,6712,final,ng,trâng,trân,trâu,trâm,1,medium,0
18759,tói,v05791,6713,tone,sac,tói,toi,tỏi,tòi,1,medium,0
18760,tói,v05791,6713,onset,t,tói,thói,nói,gói,1,medium,0
18761,thọn,v05319,6714,tone,nang,thọn,thòn,thon,thỏn,1,medium,0
18762,thọn,v05319,6714,vowel,o,thọn,thiện,thận,thẹn,1,easy,0
18763,thọn,v05319,6714,onset,th,thọn,chọn,dọn,bọn,1,easy,0
18764,thọn,v05319,6714,final,n,thọn,thọ,thọc,thọt,1,easy,0
18765,thờm,v05342,6715,vowel,ơ,thờm,thầm,thèm,thềm,1,medium,0
18766,thờm,v05342,6715,onset,th,thờm,đờm,bờm,gờm,1,easy,0
18767,séng,v04819,6716,vowel,e,séng,sống,sáng,sóng,1,easy,0
18768,séng,v04819,6716,onset,s,séng,phéng,léng,béng,1,easy,0
